City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Mayo,US,2022-07-06 14:55:26,38.8876,-76.5119,89.94,67,73,5.99
293,Camabatela,AO,2022-07-06 14:55:27,-8.1881,15.375,85.17,15,7,3.42
294,Vestmanna,FO,2022-07-06 14:55:27,62.1564,-7.1664,49.12,81,75,28.77
295,Staryy Nadym,RU,2022-07-06 14:55:27,65.6118,72.6842,66.43,61,90,7.67
296,Kidal,ML,2022-07-06 14:55:28,18.4411,1.4078,104.22,15,28,3.6
297,Svecha,RU,2022-07-06 14:55:28,58.2785,47.5164,76.26,61,32,5.19
298,Nichinan,JP,2022-07-06 14:55:28,31.6,131.3667,77.63,91,100,4.68
299,Sivas,TR,2022-07-06 14:55:28,39.7916,37.0019,75.65,45,0,13.02
300,Pilar,BR,2022-07-06 14:54:34,-9.5972,-35.9567,78.73,88,47,12.24
301,Salinopolis,BR,2022-07-06 14:55:29,-0.6136,-47.3561,83.77,65,6,6.6
302,Fairbanks,US,2022-07-06 14:52:05,64.8378,-147.7164,63.82,87,75,5.75
303,Mikumi,TZ,2022-07-06 14:55:29,-7.4041,36.9831,77.34,42,62,4.79
304,Lavrentiya,RU,2022-07-06 14:55:29,65.5833,-171.0,44.92,93,99,2.95
305,Santa Clarita,US,2022-07-06 14:50:40,34.3917,-118.5426,73.45,83,8,1.01
306,Bayir,TR,2022-07-06 14:55:30,37.2687,28.2167,86.52,18,0,13.98
307,Saint-Jean-De-Maurienne,FR,2022-07-06 14:55:30,45.1667,6.5833,64.04,47,10,8.9
308,Changji,CN,2022-07-06 14:55:30,44.0167,87.3167,74.19,49,0,2.24
309,Genhe,CN,2022-07-06 14:55:30,50.7833,121.5167,55.15,99,84,3.8
310,Katangli,RU,2022-07-06 14:55:31,51.7102,143.2326,59.61,91,0,8.9
311,Teutonia,BR,2022-07-06 14:55:31,-29.4481,-51.8064,75.33,86,100,1.01
312,Mae Hong Son,TH,2022-07-06 14:55:31,19.3003,97.9685,75.97,100,100,0.94
313,Flinders,AU,2022-07-06 14:55:31,-34.5833,150.8552,59.18,91,100,3.0
314,Alamos,MX,2022-07-06 14:55:32,27.0167,-108.9333,83.52,61,37,0.83
315,Buin,CL,2022-07-06 14:55:32,-33.7333,-70.75,49.12,86,100,3.85
316,Kieta,PG,2022-07-06 14:55:32,-6.2167,155.6333,78.53,83,86,7.07
317,Ixtapa,MX,2022-07-06 14:53:10,20.7,-105.2,81.23,81,96,1.01
318,Inhambane,MZ,2022-07-06 14:55:32,-23.865,35.3833,76.98,53,40,6.91
319,Alice Springs,AU,2022-07-06 14:55:32,-23.7,133.8833,36.95,52,0,4.61
320,Bobon,PH,2022-07-06 14:56:33,12.5246,124.5636,77.32,91,83,4.07
321,Korla,CN,2022-07-06 14:56:33,41.7597,86.1469,85.05,16,18,11.65
322,Cidreira,BR,2022-07-06 14:56:33,-30.1811,-50.2056,66.34,86,100,11.79
323,Belmonte,BR,2022-07-06 14:56:33,-15.8631,-38.8828,78.73,58,4,8.63
324,Mount Gambier,AU,2022-07-06 14:56:34,-37.8333,140.7667,47.46,82,32,5.32
325,Kismayo,SO,2022-07-06 14:56:34,-0.3582,42.5454,77.04,78,6,20.07
326,Plast,RU,2022-07-06 14:56:34,54.3691,60.8136,56.61,74,100,3.62
327,Kodiak,US,2022-07-06 14:56:34,57.79,-152.4072,53.11,87,100,0.0
328,Mehamn,NO,2022-07-06 14:56:35,71.0357,27.8492,55.35,76,75,2.3
329,Gornopravdinsk,RU,2022-07-06 14:56:35,60.05,69.9,64.74,68,15,3.71
330,Wad Rawah,SD,2022-07-06 14:56:35,15.1603,33.1397,98.17,26,99,9.73
331,Gryazovets,RU,2022-07-06 14:56:35,58.88,40.2525,77.61,51,55,2.84
332,Vardo,NO,2022-07-06 14:52:36,70.3705,31.1107,51.78,87,100,19.57
333,Soyo,AO,2022-07-06 14:56:36,-6.1349,12.3689,74.39,71,70,9.73
334,Hovd,MN,2022-07-06 14:56:36,48.0056,91.6419,65.14,29,1,11.03
335,Alvand,IR,2022-07-06 14:56:36,36.3187,49.1678,61.18,52,0,10.98
336,Kaseda,JP,2022-07-06 14:56:37,31.4167,130.3167,79.03,90,100,2.86
337,Gamba,GA,2022-07-06 14:56:37,-2.65,10.0,75.16,71,81,11.63
338,Ukwa,IN,2022-07-06 14:56:37,21.9667,80.4667,75.54,91,100,1.68
339,Kedrovyy,RU,2022-07-06 14:56:37,56.1667,91.8167,57.87,98,100,3.44
340,Karratha,AU,2022-07-06 14:56:37,-20.7377,116.8463,63.52,38,5,5.48
341,Rundu,NA,2022-07-06 14:56:38,-17.9333,19.7667,80.19,17,2,6.91
342,Usinsk,RU,2022-07-06 14:53:01,65.9939,57.5281,77.67,49,9,8.66
343,Kudahuvadhoo,MV,2022-07-06 14:56:38,2.6708,72.8944,82.6,75,75,1.63
344,Yerbogachen,RU,2022-07-06 14:56:38,61.2767,108.0108,55.49,72,14,4.72
345,Shipunovo,RU,2022-07-06 14:56:38,52.1582,82.2173,59.72,92,100,8.95
346,Zyryanovsk,KZ,2022-07-06 14:56:39,49.7386,84.2719,59.02,79,6,3.56
347,Chaiyaphum,TH,2022-07-06 14:56:39,15.75,102.0,81.88,75,100,7.61
348,Karasjok,NO,2022-07-06 14:56:39,69.4719,25.5112,59.43,63,74,7.81
349,Starosubkhangulovo,RU,2022-07-06 14:56:39,53.1031,57.4423,57.04,97,100,2.91
350,Cabra,ES,2022-07-06 14:56:40,37.4725,-4.4421,95.67,18,0,1.99
351,Lewistown,US,2022-07-06 14:56:40,40.5992,-77.5714,83.16,94,75,6.91
352,Khatanga,RU,2022-07-06 14:52:06,71.9667,102.5,57.61,49,99,3.04
353,Bardiyah,LY,2022-07-06 14:56:40,31.7561,25.0865,83.21,48,0,16.04
354,Pisco,PE,2022-07-06 14:56:40,-13.7,-76.2167,61.02,77,96,3.44
355,Camana,PE,2022-07-06 14:56:41,-16.6228,-72.7111,64.33,73,71,7.78
356,Okhotsk,RU,2022-07-06 14:56:41,59.3833,143.3,57.02,87,1,5.44
357,Medvezhyegorsk,RU,2022-07-06 14:56:41,62.9167,34.4667,70.54,44,89,6.62
358,Isangel,VU,2022-07-06 14:56:41,-19.55,169.2667,74.55,89,94,7.36
359,Guerrero Negro,MX,2022-07-06 14:56:42,27.9769,-114.0611,68.05,75,99,13.47
360,Nanortalik,GL,2022-07-06 14:56:42,60.1432,-45.2371,44.92,86,96,6.6
361,Cap-Aux-Meules,CA,2022-07-06 14:56:42,47.3821,-61.8597,59.05,94,100,10.36
362,Marsabit,KE,2022-07-06 14:56:42,2.3284,37.9899,75.76,41,48,13.73
363,Platteville,US,2022-07-06 14:56:43,42.7342,-90.4785,77.16,100,0,6.91
364,Nizhniy Kuranakh,RU,2022-07-06 14:56:43,58.8353,125.4869,64.76,99,100,3.44
365,Pemangkat,ID,2022-07-06 14:57:43,1.1667,108.9667,81.37,72,34,2.39
366,Paamiut,GL,2022-07-06 14:57:43,61.994,-49.6678,42.8,96,100,5.03
367,Te Anau,NZ,2022-07-06 14:57:44,-45.4167,167.7167,32.61,96,38,1.21
368,Tete,MZ,2022-07-06 14:57:44,-16.1564,33.5867,82.49,42,40,4.61
369,Merke,KZ,2022-07-06 14:57:44,42.8728,73.1786,75.13,37,6,2.8
370,Fivizzano,IT,2022-07-06 14:57:44,44.2383,10.126,86.29,48,57,1.74
371,Kingaroy,AU,2022-07-06 14:57:45,-26.5333,151.8333,44.58,87,0,6.58
372,Grootfontein,NA,2022-07-06 14:57:45,-19.5667,18.1167,78.37,19,0,4.61
373,Barra Patuca,HN,2022-07-06 14:57:45,15.8,-84.2833,83.44,72,98,10.58
374,Deder,ET,2022-07-06 14:57:45,9.3167,41.45,70.95,44,61,3.2
375,Zaltan,LY,2022-07-06 14:57:46,32.947,11.8665,93.7,31,0,11.48
376,Imeni Zhelyabova,RU,2022-07-06 14:57:46,58.9544,36.5956,77.29,39,97,5.53
377,Dutlwe,BW,2022-07-06 14:57:46,-23.9833,23.9,72.61,24,0,5.44
378,Nueva Guinea,NI,2022-07-06 14:57:46,11.6876,-84.4562,77.86,89,57,12.77
379,Tuktoyaktuk,CA,2022-07-06 14:57:46,69.4541,-133.0374,55.4,88,20,4.61
380,Kinkala,CG,2022-07-06 14:57:47,-4.3614,14.7644,91.94,24,41,1.61
381,Sapa,PH,2022-07-06 14:57:47,5.1544,120.3241,81.16,81,25,4.97
382,Coos Bay,US,2022-07-06 14:57:47,43.3665,-124.2179,61.0,98,100,1.88
383,Juegang,CN,2022-07-06 14:57:48,32.3174,121.1855,83.8,77,86,6.04
384,Kaniama,CD,2022-07-06 14:57:48,-7.5667,24.1833,86.43,19,4,3.42
385,Nurota,UZ,2022-07-06 14:57:48,40.5614,65.6886,82.87,18,0,8.52
386,Mahebourg,MU,2022-07-06 14:55:11,-20.4081,57.7,70.09,60,75,11.5
387,Oberstdorf,DE,2022-07-06 14:57:48,47.4,10.2833,76.53,47,21,7.0
388,Wanning,CN,2022-07-06 14:57:49,18.8003,110.3967,81.82,90,100,4.79
389,Jiazi,CN,2022-07-06 14:57:49,22.8779,116.067,79.21,90,100,5.3
390,Kutulik,RU,2022-07-06 14:57:49,53.3508,102.7839,58.37,88,98,15.9
391,Morondava,MG,2022-07-06 14:57:49,-20.2833,44.2833,74.77,67,0,14.52
392,Pringsewu,ID,2022-07-06 14:57:50,-5.3582,104.9744,73.94,96,22,0.94
393,Bratsk,RU,2022-07-06 14:57:50,56.1325,101.6142,64.89,67,58,2.57
394,Puerto Escondido,MX,2022-07-06 14:57:50,15.85,-97.0667,84.11,65,100,1.77
395,Bambanglipuro,ID,2022-07-06 14:57:50,-7.95,110.2833,77.27,86,100,7.61
396,Cooma,AU,2022-07-06 14:57:50,-36.2333,149.1333,31.77,100,100,0.0
397,Pedreiras,BR,2022-07-06 14:57:51,-4.5688,-44.6003,87.84,48,18,6.76
398,Ndele,CF,2022-07-06 14:57:51,8.4109,20.6473,82.29,68,80,3.65
399,Bambous Virieux,MU,2022-07-06 14:57:51,-20.3428,57.7575,70.05,60,75,11.5
400,Lasa,IT,2022-07-06 14:57:51,46.6166,10.7002,80.69,39,40,0.27
401,Nishihara,JP,2022-07-06 14:57:52,26.1842,127.7558,81.68,89,20,8.05
402,Port Hardy,CA,2022-07-06 14:57:52,50.6996,-127.4199,53.78,100,75,2.3
403,Selma,US,2022-07-06 14:57:52,36.5708,-119.6121,71.19,67,0,4.61
404,Valparaiso,CL,2022-07-06 14:56:05,-33.0393,-71.6273,52.03,77,100,5.75
405,Luena,AO,2022-07-06 14:57:52,-11.7833,19.9167,79.39,21,16,6.44
406,Giyani,ZA,2022-07-06 14:57:53,-23.3025,30.7187,73.83,37,0,5.08
407,Luanda,AO,2022-07-06 14:55:59,-8.8368,13.2343,73.4,78,40,8.05
408,Rawah,IQ,2022-07-06 14:57:53,34.4816,41.9093,103.89,10,0,13.42
409,Sarangani,PH,2022-07-06 14:57:53,5.4033,125.4636,84.15,74,74,14.14
410,Muhos,FI,2022-07-06 14:57:53,64.808,25.9931,65.98,55,87,6.62
411,Shubarshi,KZ,2022-07-06 14:57:54,48.5872,57.1869,67.1,40,61,15.79
412,Aktau,KZ,2022-07-06 14:57:54,43.65,51.2,79.38,47,0,15.1
413,Mirnyy,RU,2022-07-06 14:57:54,62.5353,113.9611,62.24,77,99,4.41
414,Sinnamary,GF,2022-07-06 14:57:54,5.3833,-52.95,75.96,89,98,2.19
415,Ilulissat,GL,2022-07-06 14:58:55,69.2167,-51.1,39.2,84,100,3.51
416,Cap Malheureux,MU,2022-07-06 14:54:25,-19.9842,57.6142,68.47,67,43,1.99
417,Itarema,BR,2022-07-06 14:55:37,-2.9248,-39.9167,84.81,60,40,16.69
418,San Patricio,US,2022-07-06 14:58:55,28.017,-97.5169,89.49,59,100,11.25
419,Ohara,JP,2022-07-06 14:58:55,35.25,140.3833,72.12,90,99,18.39
420,Lugo,ES,2022-07-06 14:58:55,43.0,-7.5,73.76,66,0,11.01
421,Labytnangi,RU,2022-07-06 14:58:56,66.6572,66.4183,63.52,76,91,7.67
422,Phatthalung,TH,2022-07-06 14:58:56,7.5,100.0833,78.01,85,100,5.93
423,Yeppoon,AU,2022-07-06 14:58:56,-23.1333,150.7333,47.98,76,0,5.55
424,Kalanchak,UA,2022-07-06 14:57:19,46.2562,33.2907,91.17,26,6,14.09
425,Kuala Pilah,MY,2022-07-06 14:58:56,2.7389,102.2487,75.16,91,100,1.66
426,Dudinka,RU,2022-07-06 14:58:57,69.4058,86.1778,56.62,84,100,8.52
427,Damara,CF,2022-07-06 14:58:57,4.9608,18.7035,79.75,72,80,3.94
428,Yulara,AU,2022-07-06 14:56:35,-25.2406,130.9889,46.38,26,0,7.72
429,Tarauaca,BR,2022-07-06 14:58:57,-8.1614,-70.7656,87.64,55,8,2.62
430,Inta,RU,2022-07-06 14:58:57,66.0317,60.1659,74.03,46,0,4.9
431,Bontang,ID,2022-07-06 14:58:58,0.1333,117.5,78.13,87,91,8.88
432,Sala,MA,2022-07-06 14:58:58,34.0389,-6.8166,75.88,64,0,13.8
433,Nicoya,CR,2022-07-06 14:58:58,10.1483,-85.452,81.52,78,85,2.98
434,Atar,MR,2022-07-06 14:58:58,20.5169,-13.0499,111.81,8,8,17.9
435,Katsuura,JP,2022-07-06 14:58:59,35.1333,140.3,72.64,89,99,19.44
436,Khasan,RU,2022-07-06 14:58:59,42.4308,130.6434,63.5,99,100,4.81
437,Karwar,IN,2022-07-06 14:58:59,14.8,74.1333,79.11,85,100,14.34
438,Dolinsk,RU,2022-07-06 14:58:59,47.35,142.8,57.51,97,48,6.11
439,Poopo,BO,2022-07-06 14:59:00,-18.3667,-66.9667,49.87,25,99,4.76
440,Dubbo,AU,2022-07-06 14:59:00,-32.25,148.6167,48.33,93,8,8.05
441,Zarand,IR,2022-07-06 14:59:00,30.8127,56.564,87.37,18,2,12.55
442,Sabzevar,IR,2022-07-06 14:59:00,36.2126,57.6819,90.68,17,0,20.71
443,Nago,JP,2022-07-06 14:59:01,26.5881,127.9761,80.46,91,94,7.96
444,Lagunas,PE,2022-07-06 14:59:01,-5.2269,-75.6753,75.49,85,95,0.18
445,Mitsamiouli,KM,2022-07-06 14:59:01,-11.3847,43.2844,80.89,57,20,11.5
446,Hofn,IS,2022-07-06 14:59:01,64.2539,-15.2082,53.62,82,20,10.36
447,Tautira,PF,2022-07-06 14:59:02,-17.7333,-149.15,78.13,76,25,13.11
448,Menongue,AO,2022-07-06 14:59:02,-14.6585,17.691,79.07,21,2,7.92
449,Pandan,PH,2022-07-06 14:59:02,14.0453,124.1694,79.65,87,89,5.28
450,Vestmannaeyjar,IS,2022-07-06 14:59:03,63.4427,-20.2734,54.59,87,40,9.22
451,Goderich,CA,2022-07-06 14:59:03,43.7501,-81.7165,68.92,82,100,4.61
452,Vanimo,PG,2022-07-06 14:59:03,-2.6741,141.3028,77.56,87,100,1.97
453,Kampot,KH,2022-07-06 14:59:04,10.6167,104.1833,84.25,85,99,8.3
454,Lumeje,AO,2022-07-06 14:59:04,-11.55,20.7833,81.37,21,25,6.26
455,Talas,TR,2022-07-06 14:59:04,38.6908,35.5538,83.07,23,0,5.75
456,Nelson Bay,AU,2022-07-06 14:59:05,-32.7167,152.15,63.0,99,100,11.01
457,Chichi,NG,2022-07-06 15:00:11,7.2721,8.9332,84.97,63,89,3.2
458,Sorland,NO,2022-07-06 15:00:37,67.667,12.6934,53.46,74,86,15.57
459,Olhao,PT,2022-07-06 15:00:37,37.0286,-7.8411,77.29,83,20,9.22
460,Manicore,BR,2022-07-06 15:00:38,-5.8092,-61.3003,84.56,64,83,2.68
461,Isla Mujeres,MX,2022-07-06 15:00:38,21.2311,-86.731,86.16,65,15,5.82
462,Henties Bay,NA,2022-07-06 15:00:39,-22.116,14.2845,61.02,70,0,13.94
463,Hervey Bay,AU,2022-07-06 15:00:39,-25.2986,152.8535,54.01,75,1,4.0
464,Amahai,ID,2022-07-06 15:00:39,-3.3333,128.9167,76.73,89,100,8.21
465,Aleysk,RU,2022-07-06 15:00:39,52.4926,82.7822,60.35,92,100,12.86
466,Bac Lieu,VN,2022-07-06 15:00:40,9.285,105.7244,81.03,84,97,10.96
467,Calamar,CO,2022-07-06 15:00:40,10.2511,-74.9146,85.51,72,38,8.99
468,Fort Nelson,CA,2022-07-06 15:00:40,58.8053,-122.7002,64.18,58,17,4.76
469,Palmas,BR,2022-07-06 14:56:25,-10.2128,-48.3603,85.87,37,0,6.91
470,Mount Isa,AU,2022-07-06 15:00:41,-20.7333,139.5,42.57,87,4,3.44
471,Vila Velha,BR,2022-07-06 15:00:41,-20.3297,-40.2925,79.95,56,1,3.0
472,Angoche,MZ,2022-07-06 15:00:41,-16.2325,39.9086,74.75,64,67,9.35
473,Portoferraio,IT,2022-07-06 15:00:42,42.8115,10.3146,80.38,72,36,9.53
474,Praia,CV,2022-07-06 15:00:42,14.9215,-23.5087,78.98,78,68,9.55
475,Kutum,SD,2022-07-06 15:00:42,14.2,24.6667,91.17,16,0,3.02
476,Kruisfontein,ZA,2022-07-06 15:00:43,-34.0033,24.7314,65.88,64,0,5.53
477,Sao Joao Do Piaui,BR,2022-07-06 15:00:43,-8.3581,-42.2467,81.82,48,76,11.45
478,Evensk,RU,2022-07-06 15:00:44,61.95,159.2333,48.29,97,100,5.17
479,Superior,US,2022-07-06 15:00:44,46.7208,-92.1041,67.44,91,100,18.41
480,Itacarambi,BR,2022-07-06 15:00:45,-15.1022,-44.0919,83.59,36,0,7.07
481,Weiser,US,2022-07-06 15:00:45,44.251,-116.9693,73.31,60,95,1.99
482,Kyela,TZ,2022-07-06 15:00:45,-9.5833,33.85,74.21,50,1,2.59
483,Merauke,ID,2022-07-06 15:00:46,-8.4667,140.3333,76.89,88,99,10.22
484,Inverell,AU,2022-07-06 15:00:46,-29.7833,151.1167,53.67,100,100,1.01
485,Kupino,RU,2022-07-06 15:00:46,54.3663,77.2981,62.85,88,98,8.95
486,Svencionys,LT,2022-07-06 15:00:47,55.15,26.1667,54.18,98,100,7.2
487,Inongo,CD,2022-07-06 15:00:47,-1.95,18.2667,75.78,62,53,4.7
488,Nizhniy Baskunchak,RU,2022-07-06 15:00:47,48.2198,46.8311,80.11,27,0,8.46
489,Aloleng,PH,2022-07-06 15:00:48,16.1307,119.7824,81.46,74,83,3.51
490,Acapulco,MX,2022-07-06 14:58:15,16.8634,-99.8901,81.3,75,100,2.86
491,Trujillo,PE,2022-07-06 14:58:03,-8.116,-79.03,60.76,88,100,10.36
492,Spearfish,US,2022-07-06 15:00:48,44.4908,-103.8594,73.89,75,40,1.01
493,Namli,IN,2022-07-06 15:00:49,23.4333,75.05,82.69,73,100,3.49
494,Sibiti,CG,2022-07-06 15:00:49,-3.6819,13.3499,88.88,30,46,4.23
495,Marrakesh,MA,2022-07-06 14:58:52,31.6315,-8.0083,100.47,28,20,4.61
496,Saint George,US,2022-07-06 15:00:24,37.1041,-113.5841,84.43,24,0,10.36
497,Madimba,TZ,2022-07-06 15:00:49,-10.4,40.3333,75.94,70,21,13.24
498,Owando,CG,2022-07-06 15:00:50,-0.4819,15.8999,91.15,34,56,3.65
499,Ihosy,MG,2022-07-06 15:00:50,-22.4,46.1167,63.09,64,0,5.1
500,Byron Bay,AU,2022-07-06 15:01:50,-28.65,153.6167,55.94,82,15,7.76
501,Qui Nhon,VN,2022-07-06 15:01:51,13.7667,109.2333,81.07,89,100,10.2
502,Jizan,SA,2022-07-06 15:00:32,17.3333,42.6667,96.78,28,100,15.93
503,Kaduy,RU,2022-07-06 15:01:51,59.2,37.15,75.27,44,85,4.23
504,San Quintin,MX,2022-07-06 14:59:28,30.4833,-115.95,67.73,78,79,10.54
505,Miri,MY,2022-07-06 15:01:51,4.4148,114.0089,77.67,90,100,5.66
506,Jacareacanga,BR,2022-07-06 15:01:51,-6.2222,-57.7528,90.1,42,47,3.69
507,Oranzherei,RU,2022-07-06 15:01:52,45.8476,47.5663,78.44,37,0,7.81
508,Vostok,RU,2022-07-06 15:01:52,46.4856,135.8833,65.01,94,13,4.32
509,La Ronge,CA,2022-07-06 15:01:53,55.1001,-105.2842,58.15,71,21,2.84
510,Touros,BR,2022-07-06 15:01:53,-5.1989,-35.4608,83.59,64,19,17.83
511,Caravelas,BR,2022-07-06 15:01:53,-17.7125,-39.2481,76.46,68,48,7.25
512,Beloha,MG,2022-07-06 15:01:54,-25.1667,45.05,71.37,59,0,8.99
513,Weihe,CN,2022-07-06 15:01:54,32.9952,105.3247,70.2,77,0,0.51
514,Urengoy,RU,2022-07-06 15:01:54,65.9667,78.3667,63.81,69,100,7.18
515,Bandarbeyla,SO,2022-07-06 15:01:54,9.4942,50.8122,78.91,71,9,34.74
516,Vakhrushev,RU,2022-07-06 15:01:55,48.9833,142.9667,54.54,98,87,4.9
517,Bushehr,IR,2022-07-06 15:01:55,28.9684,50.8385,93.72,52,18,5.39
518,Riyadh,SA,2022-07-06 14:57:22,24.6877,46.7219,105.94,9,89,14.79
519,Bosaso,SO,2022-07-06 15:01:55,11.2842,49.1816,94.19,42,14,3.22
520,Naron,ES,2022-07-06 15:01:56,43.5167,-8.1528,77.85,62,0,18.28
521,Gewane,ET,2022-07-06 15:01:56,10.1664,40.6453,99.52,20,9,9.06
522,Wanaka,NZ,2022-07-06 14:58:46,-44.7,169.15,31.1,87,71,1.99
523,Ashti,IN,2022-07-06 15:01:56,19.3833,76.2333,80.94,72,100,13.42
524,Aksehir,TR,2022-07-06 15:01:56,38.3575,31.4164,81.61,24,0,4.61
525,Itoman,JP,2022-07-06 15:01:57,26.1247,127.6694,82.42,89,20,8.05
526,Togur,RU,2022-07-06 15:01:57,58.3631,82.8265,64.33,70,47,7.14
527,Kavaratti,IN,2022-07-06 15:01:57,10.5669,72.642,81.77,83,99,17.16
528,Kita,ML,2022-07-06 15:01:57,13.0349,-9.4895,95.94,37,59,4.14
529,Campbell River,CA,2022-07-06 15:00:17,50.0163,-125.2446,59.59,86,100,3.67
530,Ahipara,NZ,2022-07-06 14:58:55,-35.1667,173.1667,56.19,92,100,6.98
531,Sulangan,PH,2022-07-06 15:01:58,11.1373,123.7228,81.55,80,94,12.93
532,Ganassi,PH,2022-07-06 15:01:58,7.8269,124.1034,69.15,95,100,1.61
533,Mareeba,AU,2022-07-06 15:01:58,-17.0,145.4333,57.43,95,27,1.95
534,Santa Cruz De Tenerife,ES,2022-07-06 15:01:59,28.4682,-16.2546,81.91,74,40,18.41
535,Carutapera,BR,2022-07-06 15:01:59,-1.195,-46.02,80.65,84,5,4.97
536,Yenagoa,NG,2022-07-06 15:01:59,4.9247,6.2642,82.29,77,83,5.79
537,Saint-Joseph,RE,2022-07-06 15:01:59,-21.3667,55.6167,68.38,73,30,13.06
538,Labuan,MY,2022-07-06 15:02:00,5.2767,115.2417,82.85,75,81,11.86
539,Volovo,UA,2022-07-06 15:02:00,48.5246,23.5056,59.79,98,100,5.3
540,Bobcaygeon,CA,2022-07-06 15:02:00,44.5462,-78.542,67.14,59,88,6.82
541,Hammerfest,NO,2022-07-06 15:02:00,70.6634,23.6821,54.05,71,75,8.05
542,Chino,US,2022-07-06 14:59:24,34.0122,-117.6889,72.59,84,0,5.75
543,Taltal,CL,2022-07-06 15:02:01,-25.4,-70.4833,62.28,62,99,2.66
544,The Valley,AI,2022-07-06 15:02:01,18.217,-63.0578,83.82,80,10,19.06
545,Geraldton,AU,2022-07-06 15:02:01,-28.7667,114.6,52.21,93,5,3.44
546,Bowen,AU,2022-07-06 15:02:02,-20.0167,148.2333,57.76,72,0,6.55
547,Whitecourt,CA,2022-07-06 15:03:02,54.1502,-115.6855,52.84,100,100,4.61
548,Ca Mau,VN,2022-07-06 15:03:03,9.1769,105.15,79.09,91,100,4.97
549,Burgeo,CA,2022-07-06 15:03:03,47.6167,-57.6152,57.49,96,100,10.09
550,Cabedelo,BR,2022-07-06 15:03:04,-6.9811,-34.8339,83.07,70,3,14.25
551,Tommot,RU,2022-07-06 15:03:04,58.9564,126.2925,65.59,98,99,1.34
552,Kosino,RU,2022-07-06 15:03:05,58.4127,51.2782,73.81,66,41,9.57
553,Suez,EG,2022-07-06 15:03:05,29.9737,32.5263,97.32,16,0,10.76
554,Alyangula,AU,2022-07-06 14:58:54,-13.8483,136.4192,65.41,67,28,10.38
555,Lambarene,GA,2022-07-06 15:03:06,-0.7001,10.2406,85.06,53,51,4.12
556,Bridgton,US,2022-07-06 15:01:11,44.0548,-70.7128,75.78,73,66,12.86
557,Guaruja,BR,2022-07-06 15:03:06,-23.9931,-46.2564,76.75,49,100,3.51
558,Omboue,GA,2022-07-06 15:03:06,-1.5746,9.2618,75.94,71,77,11.18
559,Vredendal,ZA,2022-07-06 15:03:07,-31.6683,18.5012,64.98,30,0,10.0
560,Homer,US,2022-07-06 15:01:45,59.6425,-151.5483,55.8,89,16,3.0
561,Nagato,JP,2022-07-06 15:03:07,34.3833,131.2,77.29,90,100,1.81
562,Salina,US,2022-07-06 15:03:08,38.8403,-97.6114,82.53,65,20,14.97
563,Conde,BR,2022-07-06 15:03:08,-7.2597,-34.9075,81.86,69,75,16.11
