City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
359,Tabuk,PH,17.4189,121.4443,76.05,92,73,4.83,broken clouds
360,Synya,RU,65.3718,58.0387,73.49,34,23,5.23,few clouds
361,Geraldton,AU,-28.7667,114.6,64.81,94,75,14.97,broken clouds
362,Yanam,IN,16.7333,82.2167,77.32,87,92,10.71,overcast clouds
363,Luderitz,NA,-26.6481,15.1594,59.04,81,63,16.11,broken clouds
364,Leningradskiy,RU,69.3833,178.4167,52.25,84,100,2.86,light rain
365,Lodja,CD,-3.4833,23.4333,95.32,17,3,1.74,clear sky
366,Mata,PT,40.683,-7.4592,98.92,13,0,4.94,clear sky
367,Palu,ID,-0.8917,119.8707,76.08,98,100,2.35,moderate rain
368,Karratha,AU,-20.7377,116.8463,64.85,46,5,4.97,clear sky
369,Phalaborwa,ZA,-23.943,31.1411,70.21,43,16,7.25,few clouds
370,Tecolutla,MX,20.4833,-97.0167,87.66,73,28,1.81,scattered clouds
371,Pavino,RU,59.1139,46.1414,75.02,53,76,5.95,broken clouds
372,Shimoda,JP,34.6667,138.95,74.1,93,100,6.85,light rain
373,Itoman,JP,26.1247,127.6694,84.58,89,100,9.22,overcast clouds
374,Padang,ID,-0.9492,100.3543,78.85,87,47,3.0,scattered clouds
375,Severo-Kurilsk,RU,50.6789,156.125,54.46,88,100,11.27,overcast clouds
376,Morgan City,US,29.6994,-91.2068,89.01,74,24,6.8,few clouds
377,Hambantota,LK,6.1241,81.1185,82.74,74,20,5.75,few clouds
378,Kodinsk,RU,58.6881,99.1844,58.5,70,76,1.9,broken clouds
379,Ubinskoye,RU,55.3068,79.6802,68.7,70,83,9.48,broken clouds
380,Nishihara,JP,26.1842,127.7558,83.86,89,100,11.5,overcast clouds
381,Jumla,NP,29.2747,82.1838,62.94,93,100,2.73,overcast clouds
382,Byron Bay,AU,-28.65,153.6167,48.94,72,82,5.37,broken clouds
383,Bardsir,IR,29.9227,56.5743,87.24,11,7,19.15,clear sky
384,Jacksonville,US,30.3322,-81.6556,91.02,76,75,9.22,broken clouds
385,Mitsamiouli,KM,-11.3847,43.2844,76.5,68,3,10.51,clear sky
386,Lengshuijiang,CN,27.6881,111.4294,81.64,85,8,2.66,clear sky
387,Anajatuba,BR,-3.2644,-44.6197,87.64,49,21,7.65,few clouds
388,Kautokeino,NO,69.0125,23.0412,59.31,53,95,3.6,overcast clouds
389,Vangaindrano,MG,-23.35,47.6,67.26,77,85,6.78,light rain
390,Gaffney,US,35.0718,-81.6498,86.58,68,84,6.64,broken clouds
391,Komsomolskiy,UZ,40.4272,71.7189,86.72,23,98,0.0,overcast clouds
392,Sept-Iles,CA,50.2001,-66.3821,61.05,58,56,11.01,broken clouds
393,Mackay,AU,-21.15,149.2,47.68,69,0,9.62,clear sky
394,Caravelas,BR,-17.7125,-39.2481,78.67,58,4,10.36,clear sky
395,Ambatolampy,MG,-19.3833,47.4167,45.19,90,34,7.92,scattered clouds
396,Murgab,TM,37.4966,61.9714,91.49,13,2,12.91,clear sky
397,Taunggyi,MM,20.7833,97.0333,65.89,94,98,2.3,overcast clouds
398,Mirnyy,RU,62.5353,113.9611,59.59,48,100,5.08,overcast clouds
399,Haines Junction,CA,60.7522,-137.5108,54.5,73,100,3.76,overcast clouds
400,Celestun,MX,20.8667,-90.4,84.65,63,24,5.1,few clouds
401,Yinchuan,CN,38.4681,106.2731,76.15,35,43,12.21,scattered clouds
402,Thinadhoo,MV,0.5333,72.9333,82.6,76,15,9.37,few clouds
403,Ukiah,US,39.1502,-123.2078,68.05,74,0,0.0,clear sky
404,La Moncada,MX,20.2667,-100.8,69.91,64,98,2.55,overcast clouds
405,Uglovskoye,RU,51.3557,80.1942,66.67,71,83,6.8,broken clouds
406,Rafaela,AR,-31.2503,-61.4867,75.0,46,0,7.0,clear sky
407,Banjar,ID,-8.19,114.9675,74.55,90,96,5.32,overcast clouds
408,Skibbereen,IE,51.55,-9.2667,67.1,74,12,5.53,few clouds
409,Glendive,US,47.1053,-104.7125,76.69,71,0,16.11,clear sky
410,Lorengau,PG,-2.0226,147.2712,81.25,80,100,10.74,overcast clouds
411,Meulaboh,ID,4.1363,96.1285,79.02,84,98,2.86,overcast clouds
412,Abashiri,JP,44.0213,144.2697,65.95,92,85,9.13,overcast clouds
413,Kudahuvadhoo,MV,2.6708,72.8944,83.08,75,67,13.31,broken clouds
414,Conceicao Do Mato Dentro,BR,-19.0372,-43.425,77.0,38,3,8.32,clear sky
415,Coahuayana,MX,18.7333,-103.6833,81.55,76,66,1.97,broken clouds
416,Camana,PE,-16.6228,-72.7111,66.34,66,78,7.43,broken clouds
417,Borba,BR,-4.3878,-59.5939,89.37,51,41,6.08,scattered clouds
418,Corrales,US,35.2378,-106.6067,84.24,42,0,5.75,clear sky
419,Laurel,US,39.0993,-76.8483,72.99,97,100,11.5,mist
420,Nouadhibou,MR,20.931,-17.0347,67.26,95,37,17.98,scattered clouds
421,Yorkton,CA,51.2167,-102.4677,71.74,84,95,7.0,overcast clouds
422,Anchorage,US,61.2181,-149.9003,61.86,80,75,6.91,broken clouds
423,Pilar,BR,-9.5972,-35.9567,73.33,78,31,10.76,light rain
424,Arvika,SE,59.6553,12.5852,66.81,40,98,4.41,light rain
425,Methven,NZ,-43.6333,171.65,37.02,84,100,1.99,overcast clouds
426,Plettenberg Bay,ZA,-34.0527,23.3716,77.59,30,0,10.92,clear sky
427,Isla Vista,US,34.4133,-119.861,71.92,88,100,5.75,overcast clouds
428,Mackenzie,CA,55.2999,-123.1698,55.62,66,73,6.8,broken clouds
429,Beisfjord,NO,68.3751,17.5988,60.85,67,92,3.83,overcast clouds
430,Uvinza,TZ,-5.1036,30.3911,81.99,28,15,0.54,few clouds
431,Troitsko-Pechorsk,RU,62.7084,56.1964,73.69,46,74,4.09,broken clouds
432,Choix,MX,26.7092,-108.3219,84.27,62,75,1.52,broken clouds
433,Garoua,CM,9.3,13.4,85.3,57,100,6.42,overcast clouds
434,Buritizeiro,BR,-17.3511,-44.9622,82.13,32,0,8.08,clear sky
435,Santa Fe,AR,-31.6333,-60.7,72.91,67,1,5.01,light rain
436,Sabanalarga,CO,10.6296,-74.9206,86.88,64,41,5.75,scattered clouds
437,Micheweni,TZ,-4.9667,39.8333,76.89,72,35,14.29,scattered clouds
438,Kenora,CA,49.8167,-94.4337,69.78,60,3,8.01,clear sky
439,Charagua,BO,-19.8,-63.2167,74.77,44,24,9.1,few clouds
440,Muroto,JP,33.2833,134.15,78.31,90,44,5.41,scattered clouds
441,Del Rio,US,29.3627,-100.8968,87.91,48,0,12.66,clear sky
442,Kuruman,ZA,-27.4524,23.4325,62.71,36,2,16.2,clear sky
443,Talnakh,RU,69.4865,88.3972,53.06,95,100,3.33,light rain
444,Prince Rupert,CA,54.3161,-130.3201,56.93,90,98,5.48,overcast clouds
445,Lasa,IT,46.6166,10.7002,82.69,34,72,6.31,broken clouds
446,San Jeronimo,PE,-11.9472,-75.2829,53.29,58,60,2.44,broken clouds
447,Poum,NC,-20.2333,164.0167,77.34,84,14,17.9,few clouds
448,Saint-Paul,RE,-21.0096,55.2707,70.36,71,92,3.2,overcast clouds
449,Tirunelveli,IN,8.7333,77.7,81.7,61,100,12.28,light rain
450,Nalut,LY,30.3333,10.85,102.25,14,5,12.73,clear sky
451,Norman Wells,CA,65.282,-126.8329,75.63,40,20,6.89,few clouds
452,Vagur,FO,61.4732,-6.8119,50.16,97,100,13.11,light rain
453,Ratnagiri,IN,16.9833,73.3,78.53,86,100,14.32,overcast clouds
454,Bressanone,IT,46.715,11.656,87.57,33,66,6.62,broken clouds
455,Mitu,CO,1.1983,-70.1733,77.49,83,92,3.33,overcast clouds
456,Secunda,ZA,-26.55,29.1667,63.32,48,0,1.99,clear sky
457,Raudeberg,NO,61.9875,5.1352,52.47,85,100,19.24,overcast clouds
458,Trairi,BR,-3.2778,-39.2689,85.15,51,70,13.96,broken clouds
459,Lata,PT,40.1629,-8.3327,100.98,12,0,14.07,clear sky
460,Tara,RU,56.8944,74.371,71.26,80,100,4.74,overcast clouds
461,Marquette,US,46.5333,-87.6335,67.77,70,59,0.72,broken clouds
462,Quelimane,MZ,-17.8786,36.8883,68.47,84,12,4.27,few clouds
463,Shabqadar,PK,34.2139,71.5552,91.62,54,51,5.39,broken clouds
464,Sharjah,AE,25.3573,55.4033,94.98,59,0,11.5,clear sky
465,Jacqueville,CI,5.2052,-4.4146,77.41,80,100,16.26,light rain
466,Pandamatenga,BW,-18.5278,25.627,71.22,31,4,7.36,clear sky
467,Stokmarknes,NO,68.5646,14.9108,57.18,77,20,10.36,few clouds
468,Buraydah,SA,26.326,43.975,105.48,7,32,10.78,scattered clouds
469,Fasa,IR,28.9383,53.6482,95.47,23,34,13.73,scattered clouds
470,Aranda De Duero,ES,41.6704,-3.6892,94.77,10,0,3.98,clear sky
471,Salamiyah,SY,35.0113,37.0532,87.49,32,0,24.18,clear sky
472,Tuktoyaktuk,CA,69.4541,-133.0374,40.66,87,11,7.9,few clouds
473,Benguela,AO,-12.5763,13.4055,72.57,76,51,8.32,broken clouds
474,Ostrovnoy,RU,68.0531,39.5131,51.71,80,79,9.78,broken clouds
475,Deputatskiy,RU,69.3,139.9,36.03,91,68,3.42,broken clouds
476,De Aar,ZA,-30.6497,24.0123,62.85,35,2,19.53,clear sky
477,Tena,EC,-0.9833,-77.8167,68.61,99,100,1.23,moderate rain
478,Shirokiy,RU,49.758,129.523,65.37,91,100,7.81,overcast clouds
479,Bar-Le-Duc,FR,48.75,5.1667,84.22,36,72,9.73,broken clouds
480,Howell,US,42.6073,-83.9294,73.9,56,0,10.36,clear sky
481,Iranshahr,IR,27.2025,60.6848,102.29,25,58,4.05,broken clouds
482,Muros,ES,42.7762,-9.0603,87.1,33,14,6.04,few clouds
483,Tamiahua,MX,21.2667,-97.45,83.12,73,10,1.3,clear sky
484,Kununurra,AU,-15.7667,128.7333,53.58,62,48,0.0,scattered clouds
485,Kalmunai,LK,7.4167,81.8167,85.93,58,100,5.7,overcast clouds
486,Aketi,CD,2.7388,23.7833,90.66,40,67,5.14,broken clouds
487,Kaka,TM,37.3482,59.6143,91.09,14,0,4.81,clear sky
488,Sakaiminato,JP,35.55,133.2333,76.08,95,0,7.9,clear sky
489,San Carlos De Bariloche,AR,-41.1456,-71.3082,38.25,76,100,3.0,moderate rain
490,Buchanan,LR,5.8808,-10.0467,77.14,84,100,11.52,light rain
491,Yerbogachen,RU,61.2767,108.0108,58.48,63,98,4.47,overcast clouds
492,Okha,RU,53.5739,142.9478,63.05,80,1,11.63,clear sky
493,Palmer,US,42.1584,-72.3287,79.25,43,20,12.66,few clouds
494,Emerald,AU,-23.5333,148.1667,45.34,74,0,10.83,clear sky
495,Serebryansk,KZ,49.6925,83.2892,58.39,84,88,0.98,overcast clouds
496,Laredo,US,27.5064,-99.5075,88.09,62,0,11.5,clear sky
497,Balakhninskiy,RU,58.0106,114.2769,56.79,96,100,2.95,overcast clouds
498,Ancud,CL,-41.8697,-73.8203,46.22,88,100,7.61,overcast clouds
499,Mago,RU,53.2514,140.1822,69.98,82,0,3.74,clear sky
500,Gualaquiza,EC,-3.4,-78.55,61.72,100,100,0.98,heavy intensity rain
501,Iskateley,RU,67.6803,53.1512,64.96,52,58,15.32,broken clouds
502,Lavrentiya,RU,65.5833,-171.0,46.38,90,100,6.82,overcast clouds
503,Baker City,US,44.7749,-117.8344,69.64,58,0,0.0,clear sky
504,Totness,SR,5.8833,-56.3167,84.94,66,70,5.01,light rain
505,Ishinomaki,JP,38.4167,141.3,70.3,92,48,4.12,scattered clouds
506,Lompoc,US,34.6391,-120.4579,60.93,88,100,5.01,fog
507,Boyolangu,ID,-8.1181,111.8935,73.71,86,74,5.55,light rain
508,Sainte-Marie,RE,-20.8968,55.5496,70.41,61,42,18.41,scattered clouds
509,Ust-Karsk,RU,52.7011,118.8077,55.06,98,100,2.06,light rain
510,Mount Darwin,ZW,-16.7725,31.5838,70.12,36,14,7.78,few clouds
511,Show Low,US,34.2542,-110.0298,78.01,41,0,10.36,clear sky
512,Joensuu,FI,62.6012,29.7632,61.29,88,100,5.75,moderate rain
513,Am Timan,TD,11.0297,20.2827,85.12,51,49,9.44,light rain
514,Akureyri,IS,65.6835,-18.0878,55.49,73,100,12.75,overcast clouds
515,Shuangcheng,CN,45.35,126.2833,65.98,65,0,6.96,clear sky
516,Nicoya,CR,10.1483,-85.452,81.75,78,67,5.14,broken clouds
517,Douentza,ML,14.9951,-2.9517,103.03,21,78,9.26,broken clouds
518,Bonfim,BR,3.0833,-59.95,84.47,67,42,4.74,scattered clouds
519,Nur,PL,52.6683,22.3221,65.17,61,100,9.71,overcast clouds
520,Rawson,AR,-43.3002,-65.1023,58.19,28,18,16.11,few clouds
521,Songjianghe,CN,42.1859,127.479,59.63,95,45,2.17,scattered clouds
522,Marsa Matruh,EG,31.3525,27.2453,82.29,68,0,16.55,clear sky
523,Vao,NC,-22.6667,167.4833,74.52,86,0,12.15,clear sky
524,San Luis,AR,-33.295,-66.3356,64.54,32,0,7.43,clear sky
525,Caohe,CN,30.2297,115.4335,83.17,83,16,4.25,few clouds
526,Novokizhinginsk,RU,51.6115,109.5917,55.83,58,42,6.33,scattered clouds
527,Galveston,US,29.3669,-94.9669,91.36,71,40,10.36,scattered clouds
528,Youghal,IE,51.95,-7.8506,70.81,76,71,2.8,broken clouds
529,Hamilton,US,39.1834,-84.5333,72.25,91,100,12.66,mist
530,Hals,DK,56.9961,10.3081,64.0,66,66,24.99,broken clouds
531,Asau,RO,46.4333,26.4,76.28,43,90,11.27,overcast clouds
532,Jesus Carranza,MX,17.4333,-95.0333,79.23,86,19,5.55,few clouds
533,Xiaolingwei,CN,32.0333,118.85,83.52,81,45,5.06,scattered clouds
534,Puerto Del Rosario,ES,28.5004,-13.8627,91.15,43,0,12.66,clear sky
535,Vaitape,PF,-16.5167,-151.75,78.12,77,78,20.42,light rain
536,Cabedelo,BR,-6.9811,-34.8339,83.07,69,9,14.58,clear sky
537,Jiguani,CU,20.3667,-76.4272,85.78,62,97,2.28,overcast clouds
538,Castleford,GB,53.7259,-1.3626,79.41,46,91,4.0,overcast clouds
539,Teya,RU,60.3778,92.6267,63.59,71,97,1.77,overcast clouds
540,Sergeyevka,KZ,53.88,67.4158,69.39,76,95,6.33,overcast clouds
541,Hami,CN,42.8,93.45,89.35,10,90,6.89,overcast clouds
542,Severo-Yeniseyskiy,RU,60.3725,93.0408,59.99,72,97,1.97,overcast clouds
543,Nhulunbuy,AU,-12.2333,136.7667,72.21,73,98,11.5,overcast clouds
544,Bunia,CD,1.5667,30.25,68.94,79,100,2.46,light rain
545,Mericourt,FR,50.4012,2.8625,76.71,41,24,15.03,few clouds
546,Palana,RU,59.1167,159.9667,52.56,96,100,13.98,overcast clouds
547,Aswan,EG,24.0934,32.907,101.61,12,69,15.64,broken clouds
548,Manavalakurichi,IN,8.1333,77.3,79.52,75,100,20.0,overcast clouds
549,Lusambo,CD,-4.9667,23.45,94.69,17,3,0.67,clear sky
550,Bend,US,44.0582,-121.3153,63.99,69,0,4.61,clear sky
551,Manzil Salim,TN,35.8567,8.4765,87.1,26,0,9.64,clear sky
552,Kananga,CD,-5.8958,22.4178,91.74,18,11,3.04,few clouds
553,Sao Joao Do Piaui,BR,-8.3581,-42.2467,88.99,24,0,12.53,clear sky
554,Horstel,DE,52.3167,7.5833,72.03,59,100,18.16,overcast clouds
555,Aitape,PG,-3.1374,142.3475,77.65,88,100,5.21,overcast clouds
556,Diu,IN,20.7141,70.9822,81.66,83,100,18.7,overcast clouds
557,Havoysund,NO,70.9963,24.6622,53.83,81,88,8.55,overcast clouds
558,Kosovska Mitrovica,XK,42.8833,20.8667,61.14,82,100,4.97,overcast clouds
559,Manaquiri,BR,-3.3167,-60.35,86.49,57,26,7.38,scattered clouds
560,Puro,PH,12.4841,123.3827,80.04,83,86,5.55,overcast clouds
561,Lundazi,ZM,-12.2929,33.1782,67.42,41,29,11.41,scattered clouds
562,Saint George,US,37.1041,-113.5841,89.44,19,0,3.44,clear sky
563,Muncar,ID,-8.4333,114.3333,73.85,89,93,2.19,overcast clouds
564,Dekar,BW,-21.5333,21.9333,72.32,21,0,8.3,clear sky
565,Lastoursville,GA,-0.8143,12.7287,88.93,43,67,2.75,broken clouds
566,High Prairie,CA,55.4334,-116.4858,60.66,60,35,10.87,scattered clouds
567,Chalus,IR,36.655,51.4204,80.29,56,0,2.19,clear sky
568,Mogadishu,SO,2.0371,45.3438,76.19,80,3,20.33,clear sky
569,Fukue,JP,32.6881,128.8419,78.17,87,0,7.52,clear sky
570,Soyo,AO,-6.1349,12.3689,75.04,71,100,11.14,overcast clouds
571,Anadyr,RU,64.75,177.4833,53.49,87,94,16.17,overcast clouds
572,Kisangani,CD,0.5167,25.2,93.52,24,73,1.3,broken clouds
573,Gizo,SB,-8.103,156.8419,80.83,70,39,7.67,scattered clouds
574,Kismayo,SO,-0.3582,42.5454,76.39,75,6,20.15,light rain
575,Botshabelo,ZA,-29.2702,26.7052,56.61,37,0,7.99,clear sky
576,Dunedin,NZ,-45.8742,170.5036,39.79,72,100,4.0,overcast clouds
577,Farafangana,MG,-22.8167,47.8333,68.23,77,86,10.31,light rain
578,Formosa,AR,-26.1775,-58.1781,82.38,42,0,19.57,clear sky
579,Jalu,LY,29.0331,21.5482,100.31,23,0,24.9,clear sky
580,Kozachi Laheri,UA,46.7037,32.9776,88.38,26,99,8.41,overcast clouds
581,Voh,NC,-20.9667,164.7,72.84,92,2,4.94,clear sky
582,Porto Walter,BR,-8.2686,-72.7439,85.39,59,27,3.13,scattered clouds
583,Roald,NO,62.5833,6.1333,54.75,93,100,17.27,light intensity drizzle rain
584,Taltal,CL,-25.4,-70.4833,61.21,74,67,4.97,broken clouds
585,Ouesso,CG,1.6136,16.0517,88.03,48,92,2.73,overcast clouds
586,Sabha,LY,27.0377,14.4283,103.42,11,0,4.81,clear sky
587,Bartica,GY,6.4,-58.6167,77.32,87,100,3.96,heavy intensity rain
588,Clifton,US,40.8584,-74.1638,82.81,55,0,12.66,clear sky
589,Rorvik,NO,64.8621,11.2373,51.33,84,100,12.95,light rain
590,Bethlehem,BR,-1.4558,-48.5044,87.84,58,40,8.05,scattered clouds
591,Benton,US,36.3334,-94.3335,85.77,80,18,3.0,few clouds
592,Rovaniemi,FI,66.5,25.7167,65.61,48,100,8.05,overcast clouds
593,Dandong,CN,40.1292,124.3947,72.3,85,90,2.35,overcast clouds
594,Riacho De Santana,BR,-13.6092,-42.9389,81.9,36,0,11.97,clear sky
595,Nemuro,JP,43.3236,145.575,57.02,97,99,11.7,overcast clouds
596,Lavumisa,SZ,-27.31,31.892,69.87,53,6,7.16,clear sky
597,Darnah,LY,32.767,22.6367,79.81,69,3,20.27,clear sky
598,Chaplynka,UA,46.3651,33.5403,89.37,26,58,1.77,broken clouds
599,Warrnambool,AU,-38.3833,142.4833,42.82,89,3,7.49,clear sky
600,Tura,IN,25.5198,90.2201,76.93,84,8,3.15,clear sky
601,Myanaung,MM,18.2833,95.3167,80.06,81,100,10.76,overcast clouds
602,Binzhou,CN,37.3667,118.0167,79.72,78,100,4.59,overcast clouds
603,Riyadh,SA,24.6877,46.7219,105.94,8,71,15.59,broken clouds
604,Mantua,IT,45.1667,10.7833,88.09,44,21,9.93,few clouds
605,Chupa,RU,66.27,33.0549,66.38,47,100,3.62,overcast clouds
606,Mbour,SN,14.422,-16.9638,88.65,70,62,10.49,broken clouds
607,Puerto Carreno,CO,6.189,-67.4859,78.04,87,99,1.9,overcast clouds
608,Xixiang,CN,35.1628,112.865,88.18,66,70,10.02,broken clouds
609,Monrovia,LR,6.3005,-10.7969,76.55,89,99,11.3,moderate rain
610,Puerto Escondido,MX,15.85,-97.0667,83.23,69,40,4.61,scattered clouds
611,Gudari,IN,19.35,83.7833,78.53,89,92,0.38,overcast clouds
612,Henties Bay,NA,-22.116,14.2845,59.85,79,0,12.8,clear sky
613,Garowe,SO,8.4054,48.4845,83.64,38,87,27.29,overcast clouds
614,Mwinilunga,ZM,-11.7358,24.4293,76.37,23,4,7.49,clear sky
615,Roebourne,AU,-20.7833,117.1333,64.69,47,5,3.98,clear sky
616,Praia Da Vitoria,PT,38.7333,-27.0667,73.76,68,52,9.08,broken clouds
617,El Sauzal,MX,31.9,-116.6833,71.1,66,2,5.41,clear sky
618,Tautira,PF,-17.7333,-149.15,76.15,76,92,19.19,light rain
619,Aykhal,RU,66.0,111.5,52.05,78,32,7.85,scattered clouds
620,Santa Lucia,ES,27.9117,-15.5407,76.32,54,20,34.52,few clouds
621,Moree,AU,-29.4667,149.85,42.19,80,5,7.81,clear sky
622,Toora-Khem,RU,52.4675,96.11,57.0,61,80,4.76,broken clouds
623,Elk Grove,US,38.4088,-121.3716,72.01,75,0,6.91,clear sky
624,Whitefish,US,48.4111,-114.3376,70.5,66,0,0.0,clear sky
625,Asyut,EG,27.181,31.1837,100.83,13,2,19.66,clear sky
626,Atlantic City,US,39.3643,-74.4229,74.01,81,100,5.75,overcast clouds
627,Nelson Bay,AU,-32.7167,152.15,53.01,89,54,10.0,broken clouds
628,Buin,CL,-33.7333,-70.75,57.74,77,98,5.3,overcast clouds
629,Sioux Lookout,CA,50.1001,-91.917,74.97,40,6,6.44,clear sky
630,Ca Mau,VN,9.1769,105.15,77.61,88,100,11.12,light rain
631,Inirida,CO,3.8653,-67.9239,79.99,78,98,3.56,overcast clouds
632,Iralaya,HN,15.0,-83.2333,81.86,81,60,12.35,broken clouds
633,Oriental,MX,19.3667,-97.6167,62.35,64,91,5.08,overcast clouds
634,Oyama,JP,36.3,139.8,83.59,76,100,6.08,light rain
635,Flinders,AU,-34.5833,150.8552,52.18,86,83,5.99,light rain
636,Sokolo,ML,14.7328,-6.1219,102.13,25,82,6.29,broken clouds
637,Camopi,GF,3.1655,-52.3158,76.28,95,98,2.62,overcast clouds
638,Nara,JP,34.6851,135.8049,77.5,88,50,3.02,light rain
639,Malakal,SS,9.5334,31.6605,82.09,62,100,6.46,overcast clouds
640,Mozhaysk,RU,55.5019,36.0272,73.96,61,100,4.65,overcast clouds
641,Racovita,RO,45.6983,21.6358,82.4,28,95,8.79,overcast clouds
642,Montepuez,MZ,-13.1256,38.9997,72.14,47,64,10.51,broken clouds
643,Peru,US,40.7537,-86.0689,75.79,75,20,10.36,few clouds
644,Maningrida,AU,-12.0667,134.2667,63.28,72,43,10.96,scattered clouds
645,Goundi,TD,9.3627,17.366,83.25,56,100,2.51,overcast clouds
646,Tamandare,BR,-8.7597,-35.1047,80.38,69,6,11.12,clear sky
647,Sao Felix Do Xingu,BR,-6.6447,-51.995,84.25,52,68,3.36,broken clouds
648,Ambon,ID,-3.6954,128.1814,80.74,14,40,5.75,scattered clouds
649,Albert Lea,US,43.648,-93.3683,72.81,60,0,10.36,clear sky
650,Khomutovka,RU,51.9207,34.5619,64.26,87,54,11.77,moderate rain
651,Linxia,CN,35.6003,103.2064,67.3,79,96,6.46,overcast clouds
652,Pitsunda,GE,43.1592,40.3378,78.98,74,47,5.64,scattered clouds
653,Banbury,GB,52.0602,-1.3403,79.43,30,5,1.99,clear sky
654,Ikom,NG,5.9667,8.7063,76.44,95,99,2.98,moderate rain
655,Alofi,NU,-19.0595,-169.9187,76.73,74,44,21.56,scattered clouds
656,Santana Do Livramento,BR,-30.8908,-55.5328,65.66,89,100,11.79,light rain
657,Wukari,NG,7.85,9.7833,85.15,64,95,7.65,overcast clouds
658,Yuzhnyy,RU,53.2542,83.6936,71.98,46,0,11.18,clear sky
659,Ligayan,PH,4.6533,119.4706,81.66,78,100,11.86,overcast clouds
660,Askino,RU,56.0901,56.5783,73.62,75,23,2.77,light rain
661,Laguna,US,38.421,-121.4238,72.09,76,0,6.91,clear sky
662,Ajdabiya,LY,30.7554,20.2263,84.29,57,0,22.41,clear sky
663,Sheridan,US,44.8333,-106.9173,73.78,61,0,5.75,clear sky
664,Chino Valley,US,34.7575,-112.4538,88.11,25,0,1.99,clear sky
665,Dunkirk,FR,51.05,2.3667,69.15,70,33,13.0,scattered clouds
666,Manta,EC,-0.95,-80.7333,76.78,83,75,4.61,broken clouds
667,Kamenka,RU,51.3223,42.7678,81.14,47,100,7.27,overcast clouds
668,Kawalu,ID,-7.3817,108.2082,67.91,95,13,1.68,few clouds
669,Bangassou,CF,4.7413,22.8184,85.15,56,87,5.17,overcast clouds
670,Santa Cruz,BO,-17.8,-63.1667,83.66,61,40,25.32,scattered clouds
671,Oussouye,SN,12.485,-16.5469,84.76,69,96,10.18,overcast clouds
672,Sandwick,GB,60.0,-1.25,53.42,82,40,12.66,light intensity shower rain
673,Sidmouth,GB,50.6909,-3.2397,80.38,46,0,6.91,clear sky
674,Akhtubinsk,RU,48.2795,46.1722,91.31,20,81,15.05,broken clouds
675,Ipixuna,BR,-1.7625,-48.8043,90.25,46,34,4.99,scattered clouds
676,Vila,PT,42.0304,-8.1588,92.7,21,0,0.65,clear sky
677,Kampot,KH,10.6167,104.1833,77.05,89,100,9.73,overcast clouds
678,Barsovo,RU,61.1667,73.1667,82.53,78,59,5.28,light rain
679,Quatre Cocos,MU,-20.2078,57.7625,68.09,64,94,22.57,overcast clouds
680,Katsuura,JP,35.1333,140.3,75.58,91,100,16.73,overcast clouds
681,Camabatela,AO,-8.1881,15.375,84.33,18,89,3.67,overcast clouds
682,Goderich,CA,43.7501,-81.7165,66.9,55,0,10.51,clear sky
683,West Des Moines,US,41.572,-93.7453,77.32,72,20,4.61,few clouds
684,Mezen,RU,65.8522,44.24,67.44,47,91,4.63,overcast clouds
685,Nchelenge,ZM,-9.3451,28.734,73.09,50,0,8.08,clear sky
686,Mayya,RU,61.7333,130.2811,65.32,63,100,5.12,overcast clouds
687,Kanniyakumari,IN,8.0833,77.5667,79.95,75,100,24.65,overcast clouds
688,Orange,US,33.7,-117.7675,77.77,85,100,0.0,overcast clouds
